H,M,S,draws
15,32,26,1.1236774207023e-310
15,32,27,1.12378694306604e-310
15,32,28,1.12389646542993e-310
15,32,29,1.1240059877937e-310
15,32,30,1.12411551015743e-310
15,32,31,1.1209393616183e-310
15,32,32,1.12104888398204e-310
15,32,33,1.12115840634583e-310
15,32,34,1.1212679287097e-310
15,32,35,1.12137745107343e-310
15,32,36,1.12148738773864e-310
15,32,37,1.12159691070806e-310
15,32,38,1.1217064325148e-310
15,32,39,1.1218159548786e-310
15,32,40,1.12192547724165e-310
15,32,41,1.1220349996054e-310
15,32,42,1.12214452196915e-310
15,32,43,1.1222540443329e-310
15,32,44,1.1223635695782e-310
15,32,45,1.12247308912185e-310
15,32,46,1.1225821970688e-310
15,32,47,1.12269171943256e-310
15,32,48,1.1228012417964e-310
15,32,49,1.1229107641602e-310
15,32,50,1.1230202865232e-310
15,32,51,1.1231298088868e-310
15,32,52,1.12323933125125e-310
15,32,53,1.12334885361505e-310
15,32,54,1.1234583759788e-310
15,32,55,1.12356789834254e-310
15,32,56,1.1236774207063e-310
15,32,57,1.1237869430701e-310
15,32,58,1.12389646543383e-310
15,32,59,1.1240059877976e-310
15,33,0,1.1241155101614e-310
15,33,1,1.1209393616222e-310
15,33,2,1.121048883986e-310
15,33,3,1.12115840634974e-310
15,33,4,1.1212679287135e-310
15,33,5,1.1213774510773e-310
15,33,6,1.12148697344103e-310
15,33,7,1.12159649580477e-310
15,33,8,1.12170601816857e-310
15,33,9,1.1218155405323e-310
15,33,10,1.12192506289607e-310
15,33,11,1.1220345852598e-310
15,33,12,1.1221441076236e-310
15,33,13,1.12225362998736e-310
15,33,14,1.1223631523511e-310
15,33,15,1.1224726747149e-310
15,33,16,1.12258219707865e-310
15,33,17,1.1226917194424e-310
15,33,18,1.12280124180614e-310
15,33,19,1.12291076416994e-310
15,33,20,1.1230202865337e-310
15,33,21,1.12312980889743e-310
15,33,22,1.12323933126123e-310
15,33,23,1.123348853625e-310
15,33,24,1.12345837598873e-310
15,33,25,1.12356789835247e-310
15,33,26,1.12367742071627e-310
15,33,27,1.1237869430801e-310
15,33,28,1.12389646544386e-310
15,33,29,1.12400598780766e-310
15,33,30,1.1241155101714e-310
15,33,31,1.12093936163237e-310
15,33,32,1.1210488839961e-310
15,33,33,1.12115840635986e-310
15,33,34,1.12126792872376e-310
15,33,35,1.1213774510875e-310
15,33,36,1.1214873877527e-310
15,33,37,1.12159691072214e-310
15,33,38,1.1217064325289e-310
15,33,39,1.1218159548927e-310
15,33,40,1.1219254772557e-310
15,33,41,1.1220349996195e-310
15,33,42,1.12214452198323e-310
15,33,43,1.12225404434697e-310
15,33,44,1.12236356959226e-310
15,33,45,1.12247308913593e-310
15,33,46,1.1225821970829e-310
15,33,47,1.12269171944665e-310
15,33,48,1.1228012418105e-310
15,33,49,1.12291076417424e-310
15,33,50,1.1230202865373e-310
15,33,51,1.12312980890084e-310
15,33,52,1.12323933126533e-310
15,33,53,1.1233488536291e-310
15,33,54,1.1234583759929e-310
15,33,55,1.1235678983566e-310
15,33,56,1.12367742072037e-310
15,33,57,1.12378694308417e-310
15,33,58,1.1238964654479e-310
15,33,59,1.12400598781166e-310
15,34,0,1.12411551017546e-310
15,34,1,1.12093936163627e-310
15,34,2,1.12104888400007e-310
15,34,3,1.1211584063638e-310
15,34,4,1.12126792872756e-310
15,34,5,1.12137745109136e-310
15,34,6,1.1214869734551e-310
15,34,7,1.12159649581886e-310
15,34,8,1.1217060181826e-310
15,34,9,1.1218155405464e-310
15,34,10,1.12192506291015e-310
15,34,11,1.1220345852739e-310
15,34,12,1.1221441076377e-310
15,34,13,1.12225363000144e-310
15,34,14,1.1223631523652e-310
15,34,15,1.12247267472893e-310
15,34,16,1.12258219709273e-310
15,34,17,1.1226917194565e-310
15,34,18,1.1228012418202e-310
15,34,19,1.122910764184e-310
15,34,20,1.12302028654777e-310
15,34,21,1.1231298089115e-310
15,34,22,1.12323933127526e-310
15,34,23,1.12334885363906e-310
15,34,24,1.1234583760028e-310
15,34,25,1.12356789836655e-310
15,34,26,1.12367742073035e-310
15,34,27,1.1237869430941e-310
15,34,28,1.12389646545785e-310
15,34,29,1.12400598782164e-310
15,34,30,1.1241155101855e-310
15,34,31,1.12093936164635e-310
15,34,32,1.1210488840101e-310
15,34,33,1.12115840637385e-310
15,34,34,1.12126792873784e-310
15,34,35,1.1213774511016e-310
15,34,36,1.1214873877668e-310
15,34,37,1.1215969107362e-310
15,34,38,1.12170643254296e-310
15,34,39,1.12181595490676e-310
15,34,40,1.12192547726976e-310
15,34,41,1.12203499963356e-310
15,34,42,1.1221445219973e-310
15,34,43,1.12225404436105e-310
15,34,44,1.12236356960634e-310
15,34,45,1.12247308915e-310
15,34,46,1.12258219709693e-310
15,34,47,1.12269171946073e-310
15,34,48,1.12280124182457e-310
15,34,49,1.1229107641883e-310
15,34,50,1.12302028655138e-310
15,34,51,1.12312980891492e-310
15,34,52,1.1232393312794e-310
15,34,53,1.12334885364316e-310
15,34,54,1.12345837600696e-310
15,34,55,0.00035806451612903226
15,34,56,0.00035806451612903226
15,34,57,0.00035806451612903226
15,34,58,0.00035806451612903226
15,34,59,0.00035806451612903226
15,35,0,0.00035806451612903226
15,35,1,0.00035806451612903226
15,35,2,0.00035806451612903226
15,35,3,0.00035806451612903226
15,35,4,0.00035806451612903226
15,35,5,0.00035806451612903226
15,35,6,0.00035806451612903226
15,35,7,0.00035806451612903226
15,35,8,0.00035806451612903226
15,35,9,0.00035806451612903226
15,35,10,0.00035806451612903226
15,35,11,0.00035806451612903226
15,35,12,0.00035806451612903226
15,35,13,0.00035806451612903226
15,35,14,0.00035806451612903226
15,35,15,0.00035806451612903226
15,35,16,0.00035806451612903226
15,35,17,0.00035806451612903226
15,35,18,0.00035806451612903226
15,35,19,0.00035806451612903226
15,35,20,0.00035806451612903226
15,35,21,0.00035806451612903226
15,35,22,0.00035806451612903226
15,35,23,0.00035806451612903226
15,35,24,0.00035806451612903226
15,35,25,0.00035806451612903226
15,35,26,0.00035806451612903226
15,35,27,0.00035806451612903226
15,35,28,0.00035806451612903226
15,35,29,0.00035806451612903226
15,35,30,0.00035806451612903226
15,35,31,0.00035806451612903226
15,35,32,0.00035806451612903226
15,35,33,0.00035806451612903226
15,35,34,0.00035806451612903226
15,35,35,0.00035806451612903226
15,35,36,0.00035806451612903226
15,35,37,0.00035806451612903226
15,35,38,0.00035806451612903226
15,35,39,0.00035806451612903226
15,35,40,0.00035806451612903226
15,35,41,0.00035806451612903226
15,35,42,0.00035806451612903226
15,35,43,0.00035806451612903226
15,35,44,0.00035806451612903226
15,35,45,0.00035806451612903226
15,35,46,0.00035806451612903226
15,35,47,0.00035806451612903226
15,35,48,0.00035806451612903226
15,35,49,0.00035806451612903226
15,35,50,0.00035806451612903226
15,35,51,0.00035806451612903226
15,35,52,0.00035806451612903226
15,35,53,0.00035806451612903226
15,35,54,0.00035806451612903226
15,35,55,0.00035806451612903226
15,35,56,0.00035806451612903226
15,35,57,0.00035806451612903226
15,35,58,0.00035806451612903226
15,35,59,0.00035806451612903226
15,36,0,0.00035806451612903226
15,36,1,0.00035806451612903226
15,36,2,0.00035806451612903226
15,36,3,0.00035806451612903226
15,36,4,0.00035806451612903226
15,36,5,0.00035806451612903226
15,36,6,0.00035806451612903226
15,36,7,0.00035806451612903226
15,36,8,0.00035806451612903226
15,36,9,0.00035806451612903226
15,36,10,0.00035806451612903226
15,36,11,0.00035806451612903226
15,36,12,0.00035806451612903226
15,36,13,0.00035806451612903226
15,36,14,0.00035806451612903226
15,36,15,0.00035806451612903226
15,36,16,0.00035806451612903226
15,36,17,0.00035806451612903226
15,36,18,1.1228012418484e-310
15,36,19,1.12291076421213e-310
15,36,20,1.12302028657593e-310
15,36,21,1.1231298089397e-310
15,36,22,1.12323933130342e-310
15,36,23,1.1233488536672e-310
15,36,24,1.12345837603097e-310
15,36,25,0.00019408602150537634
15,36,26,0.00019408602150537634
15,36,27,0.00019408602150537634
15,36,28,0.00019408602150537634
15,36,29,0.00019408602150537634
15,36,30,0.00019408602150537634
15,36,31,0.00019408602150537634
15,36,32,0.00019408602150537634
15,36,33,0.00019408602150537634
15,36,34,0.00019408602150537634
15,36,35,0.00019408602150537634
15,36,36,0.00019408602150537634
15,36,37,0.00019408602150537634
15,36,38,0.00019408602150537634
15,36,39,0.00019408602150537634
15,36,40,0.00019408602150537634
15,36,41,0.00019408602150537634
15,36,42,0.00019408602150537634
15,36,43,0.00019408602150537634
15,36,44,0.00019408602150537634
15,36,45,0.00019408602150537634
15,36,46,0.00019408602150537634
15,36,47,0.00019408602150537634
15,36,48,0.00019408602150537634
15,36,49,0.00019408602150537634
15,36,50,0.00019408602150537634
15,36,51,0.00019408602150537634
15,36,52,0.00019408602150537634
15,36,53,0.00019408602150537634
15,36,54,0.00019408602150537634
15,36,55,0.00019408602150537634
15,36,56,0.00019408602150537634
15,36,57,0.00019408602150537634
15,36,58,0.00019408602150537634
15,36,59,0.00019408602150537634
15,37,0,1.12411551021765e-310
15,37,1,1.1209393616785e-310
15,37,2,1.12104888404226e-310
15,37,3,1.12115840640606e-310
15,37,4,1.1212679287698e-310
15,37,5,1.12137745113355e-310
15,37,6,1.12148697349735e-310
15,37,7,1.1215964958611e-310
15,37,8,1.12170601822485e-310
15,37,9,1.1218155405886e-310
15,37,10,1.1219250629524e-310
15,37,11,1.12203458531614e-310
15,37,12,1.1221441076799e-310
15,37,13,1.1222536300437e-310
15,37,14,1.12236315240743e-310
15,37,15,1.1224726747712e-310
15,37,16,1.1225821971349e-310
15,37,17,1.1226917194987e-310
15,37,18,1.12280124186247e-310
15,37,19,1.1229107642262e-310
15,37,20,1.12302028659e-310
15,37,21,1.12312980895376e-310
15,37,22,1.1232393313175e-310
15,37,23,1.12334885368125e-310
15,37,24,1.12345837604505e-310
15,37,25,1.1235678984088e-310
15,37,26,1.12367742077254e-310
15,37,27,1.12378694313634e-310
15,37,28,1.1238964655001e-310
15,37,29,1.12400598786384e-310
15,37,30,1.12411551022763e-310
15,37,31,1.12093936168845e-310
15,37,32,1.12104888405224e-310
15,37,33,1.121158406416e-310
15,37,34,1.12126792877984e-310
15,37,35,1.12137745114363e-310
15,37,36,1.1214873878088e-310
15,37,37,1.12159691077827e-310
15,37,38,1.121706432585e-310
15,37,39,1.12181595494885e-310
15,37,40,1.1219254773119e-310
15,37,41,1.12203499967565e-310
15,37,42,1.12214452203945e-310
15,37,43,1.1222540444033e-310
15,37,44,1.1223635696486e-310
15,37,45,1.1224730891922e-310
15,37,46,1.12258219713917e-310
15,37,47,1.1226917195029e-310
15,37,48,1.1228012418668e-310
15,37,49,1.12291076423056e-310
15,37,50,1.1230202865936e-310
15,37,51,1.12312980895717e-310
15,37,52,1.12323933132166e-310
15,37,53,1.1233488536854e-310
15,37,54,1.12345837604915e-310
15,37,55,1.12356789841295e-310
15,37,56,1.1236774207767e-310
15,37,57,1.12378694314044e-310
15,37,58,1.12389646550424e-310
15,37,59,1.124005987868e-310
15,38,0,1.12411551023173e-310
15,38,1,0.00018064516129032257
15,38,2,0.00018064516129032257
15,38,3,0.00018064516129032257
15,38,4,0.00018064516129032257
15,38,5,0.00018064516129032257
15,38,6,0.00018064516129032257
15,38,7,0.00018064516129032257
15,38,8,0.00018064516129032257
15,38,9,0.00018064516129032257
15,38,10,0.00018064516129032257
15,38,11,0.00018064516129032257
15,38,12,0.00018064516129032257
15,38,13,0.00018064516129032257
15,38,14,0.00018064516129032257
15,38,15,0.00018064516129032257
15,38,16,0.00018064516129032257
15,38,17,0.00018064516129032257
15,38,18,0.00018064516129032257
15,38,19,0.000746236559139785
15,38,20,0.000746236559139785
15,38,21,0.000746236559139785
15,38,22,0.000746236559139785
15,38,23,0.000746236559139785
15,38,24,0.000746236559139785
15,38,25,0.000746236559139785
15,38,26,0.000746236559139785
15,38,27,0.000746236559139785
15,38,28,0.000746236559139785
15,38,29,0.000746236559139785
15,38,30,0.000746236559139785
15,38,31,0.000746236559139785
15,38,32,0.000746236559139785
15,38,33,0.000746236559139785
15,38,34,0.000746236559139785
15,38,35,0.000746236559139785
15,38,36,0.000746236559139785
15,38,37,0.000746236559139785
15,38,38,0.000746236559139785
15,38,39,0.000746236559139785
15,38,40,0.000746236559139785
15,38,41,0.000746236559139785
15,38,42,0.0005655913978494624
15,38,43,0.0009086021505376345
15,38,44,0.0009086021505376345
15,38,45,0.0009086021505376345
15,38,46,0.0009086021505376345
15,38,47,0.0009086021505376345
15,38,48,0.0005655913978494624
15,38,49,0.0007456989247311828
15,38,50,0.0007456989247311828
15,38,51,0.0007456989247311828
15,38,52,0.0007456989247311828
15,38,53,0.0007456989247311828
15,38,54,0.0007456989247311828
15,38,55,0.0007456989247311828
15,38,56,0.0007456989247311828
15,38,57,0.0007456989247311828
15,38,58,0.0007456989247311828
15,38,59,0.0007456989247311828
15,39,0,0.0007456989247311828
15,39,1,0.0008704301075268818
15,39,2,0.0008704301075268818
15,39,3,0.0008704301075268818
15,39,4,0.0008704301075268818
15,39,5,0.0008704301075268818
15,39,6,0.0008704301075268818
15,39,7,0.0008704301075268818
15,39,8,0.0008704301075268818
15,39,9,0.0008704301075268818
15,39,10,0.0008704301075268818
15,39,11,0.0008704301075268818
15,39,12,0.00030483870967741935
15,39,13,0.00030483870967741935
15,39,14,0.00030483870967741935
15,39,15,0.00030483870967741935
15,39,16,0.00030483870967741935
15,39,17,0.00030483870967741935
15,39,18,0.00030483870967741935
15,39,19,0.00030483870967741935
15,39,20,0.00030483870967741935
15,39,21,0.00030483870967741935
15,39,22,0.00030483870967741935
15,39,23,0.00030483870967741935
15,39,24,0.00030483870967741935
15,39,25,0.00030483870967741935
15,39,26,0.00030483870967741935
15,39,27,0.00030483870967741935
15,39,28,0.00030483870967741935
15,39,29,0.00030483870967741935
15,39,30,0.00018010752688172042
15,39,31,0.00018010752688172042
15,39,32,0.00018010752688172042
15,39,33,0.00018010752688172042
15,39,34,0.00018010752688172042
15,39,35,0.00018010752688172042
15,39,36,0.00018010752688172042
15,39,37,0.0005543010752688171
15,39,38,0.0005543010752688171
15,39,39,0.0005543010752688171
15,39,40,0.0005543010752688171
15,39,41,0.0005543010752688171
15,39,42,0.0005543010752688171
15,39,43,0.0005543010752688171
15,39,44,0.0005543010752688171
15,39,45,0.0005543010752688171
15,39,46,0.0005543010752688171
15,39,47,0.0005543010752688171
15,39,48,0.0005543010752688171
15,39,49,0.0005543010752688171
15,39,50,0.0005543010752688171
15,39,51,0.0005543010752688171
15,39,52,0.0005543010752688171
15,39,53,0.0005543010752688171
15,39,54,0.0005543010752688171
15,39,55,0.0005983870967741936
15,39,56,0.0005983870967741936
15,39,57,0.0005983870967741936
15,39,58,0.0005983870967741936
15,39,59,0.0005983870967741936
15,40,0,0.0005543010752688171
15,40,1,0.0005543010752688171
15,40,2,0.0005543010752688171
15,40,3,0.0005543010752688171
15,40,4,0.0005543010752688171
15,40,5,0.0005543010752688171
15,40,6,0.00018010752688172042
15,40,7,0.00018010752688172042
15,40,8,0.00018010752688172042
15,40,9,0.00018010752688172042
15,40,10,0.00018010752688172042
15,40,11,0.00018010752688172042
15,40,12,0.00018010752688172042
15,40,13,0.00018010752688172042
15,40,14,0.00018010752688172042
15,40,15,0.00018010752688172042
15,40,16,0.00018010752688172042
15,40,17,0.00018010752688172042
15,40,18,0.00018010752688172042
15,40,19,0.0009860215053763442
15,40,20,0.0009860215053763442
15,40,21,0.0009860215053763442
15,40,22,0.0009860215053763442
15,40,23,0.0009860215053763442
15,40,24,0.00018010752688172042
15,40,25,0.00018010752688172042
15,40,26,0.00018010752688172042
15,40,27,0.00018010752688172042
15,40,28,0.00018010752688172042
15,40,29,0.00018010752688172042
15,40,30,0.00018010752688172042
15,40,31,0.00018010752688172042
15,40,32,0.00018010752688172042
15,40,33,0.00018010752688172042
15,40,34,0.00018010752688172042
15,40,35,0.00018010752688172042
15,40,36,1.12148738785104e-310
15,40,37,1.1215969108205e-310
15,40,38,1.12170643262725e-310
15,40,39,1.121815954991e-310
15,40,40,1.12192547735405e-310
15,40,41,1.1220349997178e-310
15,40,42,1.12214452208155e-310
15,40,43,1.12225404444534e-310
15,40,44,1.1223635696906e-310
15,40,45,1.12247308923425e-310
15,40,46,1.1225821971812e-310
15,40,47,1.12269171954496e-310
15,40,48,1.1228012419089e-310
15,40,49,1.1229107642727e-310
15,40,50,1.12302028663576e-310
15,40,51,1.1231298089993e-310
15,40,52,1.1232393313639e-310
15,40,53,1.12334885372765e-310
15,40,54,1.1234583760914e-310
15,40,55,1.12356789845514e-310
15,40,56,1.12367742081894e-310
15,40,57,1.1237869431827e-310
15,40,58,1.12389646554643e-310
15,40,59,1.12400598791023e-310
15,41,0,1.124115510274e-310
15,41,1,1.12093936173484e-310
15,41,2,1.1210488840986e-310
15,41,3,1.12115840646233e-310
15,41,4,1.12126792882613e-310
15,41,5,1.1213774511899e-310
15,41,6,1.12148697355363e-310
15,41,7,1.12159649591737e-310
15,41,8,1.12170601828117e-310
15,41,9,1.1218155406449e-310
15,41,10,1.12192506300866e-310
15,41,11,1.12203458537246e-310
15,41,12,1.1221441077362e-310
15,41,13,1.12225363009996e-310
15,41,14,1.1223631524637e-310
15,41,15,1.1224726748275e-310
15,41,16,1.12258219719125e-310
15,41,17,1.122691719555e-310
15,41,18,1.1228012419188e-310
15,41,19,1.12291076428254e-310
15,41,20,1.1230202866463e-310
15,41,21,1.1231298090101e-310
15,41,22,1.12323933137383e-310
15,41,23,1.1233488537376e-310
15,41,24,1.1234583761013e-310
15,41,25,1.1235678984651e-310
15,41,26,1.12367742082887e-310
15,41,27,1.1237869431926e-310
15,41,28,1.1238964655564e-310
15,41,29,1.12400598792016e-310
15,41,30,1.1241155102839e-310
15,41,31,1.12093936174477e-310
15,41,32,1.1210488841085e-310
15,41,33,1.1211584064723e-310
15,41,34,1.12126792883616e-310
15,41,35,1.1213774511999e-310
15,41,36,1.1214873878651e-310
15,41,37,1.12159691083454e-310
15,41,38,1.1217064326413e-310
15,41,39,1.1218159550051e-310
15,41,40,1.12192547736813e-310
15,41,41,1.1220349997319e-310
15,41,42,1.12214452209563e-310
15,41,43,1.12225404445937e-310
15,41,44,1.12236356970466e-310
15,41,45,1.12247308924833e-310
15,41,46,1.1225821971953e-310
15,41,47,1.12269171955905e-310
15,41,48,1.1228012419229e-310
15,41,49,1.1229107642867e-310
15,41,50,1.1230202866497e-310
15,41,51,1.1231298090134e-310
15,41,52,1.12323933137783e-310
15,41,53,1.12334885374163e-310
15,41,54,1.12345837610538e-310
15,41,55,1.1235678984692e-310
15,41,56,1.123677420833e-310
15,41,57,1.12378694319677e-310
15,41,58,1.1238964655605e-310
15,41,59,1.12400598792426e-310
15,42,0,1.12411551028806e-310
15,42,1,1.1209393617489e-310
15,42,2,1.12104888411267e-310
15,42,3,1.1211584064764e-310
15,42,4,1.12126792884016e-310
15,42,5,1.12137745120396e-310
15,42,6,1.1214869735677e-310
15,42,7,1.12159649593145e-310
15,42,8,1.12170601829525e-310
15,42,9,1.121815540659e-310
15,42,10,1.12192506302274e-310
15,42,11,1.12203458538654e-310
15,42,12,1.1221441077503e-310
15,42,13,0.00022311827956989248
15,42,14,0.00022311827956989248
15,42,15,0.00022311827956989248
15,42,16,0.00022311827956989248
15,42,17,0.00022311827956989248
15,42,18,0.00022311827956989248
15,42,19,0.00022311827956989248
15,42,20,0.00022311827956989248
15,42,21,0.00022311827956989248
15,42,22,0.00022311827956989248
15,42,23,0.00022311827956989248
15,42,24,0.00022311827956989248
15,42,25,0.00022311827956989248
15,42,26,0.00022311827956989248
15,42,27,0.00022311827956989248
15,42,28,0.00022311827956989248
15,42,29,0.00022311827956989248
15,42,30,0.00022311827956989248
15,42,31,0.00022311827956989248
15,42,32,0.00022311827956989248
15,42,33,0.00022311827956989248
15,42,34,0.00022311827956989248
15,42,35,0.00022311827956989248
15,42,36,0.00022311827956989248
15,42,37,0.00022311827956989248
15,42,38,0.00022311827956989248
15,42,39,0.00022311827956989248
15,42,40,0.00022311827956989248
15,42,41,0.00022311827956989248
15,42,42,0.00022311827956989248
15,42,43,0.00022311827956989248
15,42,44,0.00022311827956989248
15,42,45,0.00022311827956989248
15,42,46,0.00022311827956989248
15,42,47,0.00022311827956989248
15,42,48,0.00022311827956989248
15,42,49,0.00022311827956989248
